Protein,Replicate,Feature,Intensity
A,247,2,22.1060688346629
A,247,3,22.811665730336276
A,247,4,22.240407005329146
A,247,5,21.17174538748326
A,247,6,21.034678257487954
A,247,7,21.074902480126546
A,247,8,21.86126009120457
A,247,9,23.02868189952286
A,247,10,23.218677448307947
A,247,11,19.71653130006215
A,247,12,20.22890239781563
A,247,13,19.95131008254603
A,247,14,20.275751382300534
A,248,0,22.242269967859418
A,248,1,20.040897835135727
A,248,2,22.218572595481508
A,248,3,22.924169491154885
A,248,4,22.352910766147755
A,248,5,21.284249148301868
A,248,6,21.147182018306562
A,248,7,21.187406240945155
A,248,8,21.97376385202318
A,248,9,23.141185660341467
A,248,10,23.331181209126555
A,248,11,19.829035060880756
A,248,12,20.34140615863424
A,248,13,20.06381384336464
A,248,14,20.388255143119142
A,249,0,21.11772254228917
A,249,1,18.916350409565478
A,249,2,21.09402516991126
A,249,3,21.799622065584636
A,249,4,21.228363340577506
A,249,5,20.15970172273162
A,249,6,20.022634592736313
A,249,7,20.062858815374906
A,249,8,20.84921642645293
A,249,9,22.016638234771218
A,249,10,22.206633783556306
A,249,11,18.704487635310507
A,249,12,19.21685873306399
A,249,13,18.93926641779439
A,249,14,19.263707717548893
A,250,0,20.10354746057765
A,250,1,17.90217532785396
A,250,2,20.07985008819974
A,250,3,20.78544698387312
A,250,4,20.21418825886599
A,250,5,19.1455266410201
A,250,6,19.008459511024796
A,250,7,19.04868373366339
A,250,8,19.835041344741413
A,250,9,21.0024631530597
A,250,10,21.19245870184479
A,250,11,17.690312553598993
A,250,12,18.202683651352473
A,250,13,17.925091336082872
A,250,14,18.249532635837376
A,251,0,23.03787991908282
A,251,1,20.836507786359128
A,251,2,23.01418254670491
A,251,3,23.719779442378286
A,251,4,23.148520717371156
A,251,5,22.07985909952527
A,251,6,21.942791969529964
A,251,7,21.983016192168556
A,251,8,22.76937380324658
A,251,9,23.936795611564868
A,251,10,24.126791160349956
A,251,11,20.62464501210416
A,251,12,21.13701610985764
A,251,13,20.85942379458804
A,251,14,21.183865094342544
A,252,0,23.510979056675918
A,252,1,21.309606923952227
A,252,2,23.487281684298008
A,252,3,24.192878579971385
A,252,4,23.621619854964255
A,252,5,22.552958237118368
A,252,6,22.415891107123063
A,252,7,22.456115329761655
A,252,8,23.24247294083968
A,252,9,24.409894749157967
A,252,10,24.599890297943055
A,252,11,21.097744149697256
A,252,12,21.61011524745074
A,252,13,21.33252293218114
A,252,14,21.656964231935643
A,253,0,23.292464733854583
A,253,1,21.091092601130892
A,253,2,23.268767361476673
A,253,3,23.97436425715005
A,253,4,23.40310553214292
A,253,5,22.334443914297033
A,253,6,22.197376784301728
A,253,7,22.23760100694032
A,253,8,23.023958618018344
A,253,9,24.191380426336632
A,253,10,24.38137597512172
A,253,11,20.87922982687592
A,253,12,21.391600924629405
A,253,13,21.114008609359804
A,253,14,21.438449909114308
A,254,0,22.373100114783696
A,254,1,20.171727982060006
A,254,2,22.349402742405786
A,254,3,23.054999638079163
A,254,4,22.483740913072033
A,254,5,21.415079295226146
A,254,6,21.27801216523084
A,254,7,21.318236387869433
A,254,8,22.104593998947458
A,254,9,23.272015807265745
A,254,10,23.462011356050834
A,254,11,19.959865207805038
A,254,12,20.472236305558518
A,254,13,20.194643990288917
A,254,14,20.51908529004342
A,255,0,23.225395697775976
A,255,1,21.024023565052286
A,255,2,23.201698325398066
A,255,3,23.907295221071443
A,255,4,23.336036496064313
A,255,5,22.267374878218426
A,255,6,22.13030774822312
A,255,7,22.170531970861713
A,255,8,22.956889581939738
A,255,9,24.124311390258026
A,255,10,24.314306939043114
A,255,11,20.812160790797314
A,255,12,21.324531888550798
A,255,13,21.046939573281197
A,255,14,21.3713808730357
A,256,0,23.46856080420207
A,256,1,21.26718867147838
A,256,2,23.44486343182416
A,256,3,24.150460327497537
A,256,4,23.579201602490407
A,256,5,22.51053998464452
A,256,6,22.373472854649215
A,256,7,22.413697077287807
A,256,8,23.20005468836583
A,256,9,24.36747649668412
A,256,10,24.557472045469208
A,256,11,21.055325897223412
A,256,12,21.56769699497689
A,256,13,21.29010467970729
A,256,14,21.614545979461795
A,257,0,18.32480733592933
A,257,1,16.123435203205638
A,257,2,18.30110996355142
A,257,3,19.006706859224796
A,257,4,18.435448134217665
A,257,5,17.36678651637178
A,257,6,17.229719386376473
A,257,7,17.269943609015066
A,257,8,18.05630122009309
A,257,9,19.223723028411378
A,257,10,19.413718577196466
A,257,11,15.911572428950668
A,257,12,16.42394352670415
A,257,13,16.14635121143455
A,257,14,16.470792511189053
A,258,0,24.690669082546446
A,258,1,22.489296949822755
A,258,2,24.666971710168536
A,258,3,25.372568605841913
A,258,4,24.801309880834783
A,258,5,23.732648262988896
A,258,6,23.59558113299359
A,258,7,23.635805355632183
A,258,8,24.422162966710207
A,258,9,25.589584775028495
A,258,10,25.779580323813583
A,258,11,22.277434175567784
A,258,12,22.789805273321267
A,258,13,22.512212958051666
A,258,14,22.83665425780617
A,259,0,23.72564135376184
A,259,1,21.52426922103815
A,259,2,23.70194398138393
A,259,3,24.407540877057308
A,259,4,23.836282152050178
A,259,5,22.76762053420429
A,259,6,22.630553404208985
A,259,7,22.670777626847578
A,259,8,23.457135237925602
A,259,9,24.62455704624389
A,259,10,24.814552595028978
A,259,11,21.31240644678318
A,259,12,21.824777544536662
A,259,13,21.54718522926706
A,259,14,21.871626529021565
A,260,0,22.520017589049033
A,260,1,20.318645456325342
A,260,2,22.496320216671123
A,260,3,23.2019171123445
A,260,4,22.63065838733737
A,260,5,21.561996769491483
A,260,6,21.424929639496177
A,260,7,21.46515386213477
A,260,8,22.251511473212794
A,260,9,23.418933281531082
A,260,10,23.60892883031617
A,260,11,20.106782682070374
A,260,12,20.619153779823854
A,260,13,20.341561464554253
A,260,14,20.666002764308757
A,261,0,21.97649884452996
A,261,1,19.77512671180627
A,261,2,21.95280147215205
A,261,3,22.658398367825427
A,261,4,22.087139642818297
A,261,5,21.01847802497241
A,261,6,20.881410894977105
A,261,7,20.921635117615697
A,261,8,21.70799272869372
A,261,9,22.87541453701201
A,261,10,23.065410085797097
A,261,11,19.563263937551298
A,261,12,20.07563503530478
A,261,13,19.79804272003518
A,261,14,20.122484019789685
A,262,0,22.497336795321306
A,262,1,20.295964662597616
A,262,2,22.473639422943396
A,262,3,23.179236318616773
A,262,4,22.607977593609643
A,262,5,21.539315975763756
A,262,6,21.40224884576845
A,262,7,21.442473068407043
A,262,8,22.228830679485068
A,262,9,23.396252487803356
A,262,10,23.586248036588444
A,262,11,20.084101888342644
A,262,12,20.596472986096128
A,262,13,20.318880670826527
A,262,14,20.64332197058103
A,263,0,21.615377257651403
A,263,1,19.414005124927712
A,263,2,21.591679885273493
A,263,3,22.29727678094687
A,263,4,21.72601805593974
A,263,5,20.657356438093853
A,263,6,20.520289308098548
A,263,7,20.56051353073714
A,263,8,21.346871141815164
A,263,9,22.514292950133452
A,263,10,22.70428849891854
A,263,11,19.202142350672744
A,263,12,19.714513448426224
A,263,13,19.436921133156623
A,263,14,19.761362432911127
A,264,0,20.514678309464973
A,264,1,18.313306176741282
A,264,2,20.490980937087063
A,264,3,21.19657783276044
A,264,4,20.62531910775331
A,264,5,19.556657489907423
A,264,6,19.419590359912117
A,264,7,19.45981458255071
A,264,8,20.246172193628734
A,264,9,21.413594001947022
A,264,10,21.60358955073211
A,264,11,18.10144340248631
A,264,12,18.613814500239794
A,264,13,18.336222184970193
A,264,14,18.660663484724697
A,265,0,25.72918062124985
A,265,1,23.52780848852616
A,265,2,25.70548324887194
A,265,3,26.411080144545316
A,265,4,25.839821419538186
A,265,5,24.7711598016923
A,265,6,24.634092671696994
A,265,7,24.674316894335586
A,265,8,25.46067450541361
A,265,9,26.6280963137319
A,265,10,26.818091862516987
A,265,11,23.315945714271187
A,265,12,23.82831681202467
A,265,13,23.55072449675507
A,265,14,23.875165796509574
A,266,0,20.914828438537487
A,266,1,18.713456305813796
A,266,2,20.891131066159577
A,266,3,21.596727961832954
A,266,4,21.025469236825824
A,266,5,19.956807618979937
A,266,6,19.819740488984632
A,266,7,19.859964711623224
A,266,8,20.64632232270125
A,266,9,21.813744131019536
A,266,10,22.003739679804625
A,266,11,18.501593531558825
A,266,12,19.01396462931231
A,266,13,18.736372314042708
A,266,14,19.06081361379721
A,267,0,23.153448806258353
A,267,1,20.952076673534663
A,267,2,23.129751433880443
A,267,3,23.83534832955382
A,267,4,23.26408960454669
A,267,5,22.195427986700803
A,267,6,22.058360856705498
A,267,7,22.09858507934409
A,267,8,22.884942690422115
A,267,9,24.052364498740403
A,267,10,24.24236004752549
A,267,11,20.740213899279695
A,267,12,21.252584997033175
A,267,13,20.974992681763574
A,267,14,21.299433981518078
A,268,0,21.014432606089994
A,268,1,18.813060473366303
A,268,2,20.990735233712083
A,268,3,21.69633212938546
A,268,4,21.12507340437833
A,268,5,20.056411786532443
A,268,6,19.919344656537138
A,268,7,19.95956887917573
A,268,8,20.745926490253755
A,268,9,21.913348298572043
A,268,10,22.10334384735713
A,268,11,18.60119769911133
A,268,12,19.113568796864815
A,268,13,18.835976481595214
A,268,14,19.160417781349718
A,269,0,24.899890642102857
A,269,1,22.698518509379166
A,269,2,24.876193269724947
A,269,3,25.581790165398324
A,269,4,25.010531440391194
A,269,5,23.941869822545307
A,269,6,23.804802692550002
A,269,7,23.845026915188594
A,269,8,24.63138452626662
A,269,9,25.798806334584906
A,269,10,25.988801883369995
A,269,11,22.486655735124195
A,269,12,22.99902683287768
A,269,13,22.721434517608078
A,269,14,23.04587581736258
A,270,0,22.50042198549008
A,270,1,20.29904985276639
A,270,2,22.47672461311217
A,270,3,23.18232150878555
A,270,4,22.61106278377842
A,270,5,21.54240116593253
A,270,6,21.405334035937226
A,270,7,21.44555825857582
A,270,8,22.231915869653843
A,270,9,23.39933767797213
A,270,10,23.58933322675722
A,270,11,20.08718707851142
A,270,12,20.599558176264903
A,270,13,20.321965860995302
A,270,14,20.646407160749806
A,271,0,22.897615880887482
A,271,1,20.69624374816379
A,271,2,22.873918508509572
A,271,3,23.57951540418295
A,271,4,23.00825667917582
A,271,5,21.939595061329932
A,271,6,21.802527931334627
A,271,7,21.84275215397322
A,271,8,22.629109765051243
A,271,9,23.79653157336953
A,271,10,23.98652712215462
A,271,11,20.48438097390882
A,271,12,20.996752071662304
A,271,13,20.719159756392703
A,271,14,21.043601056147207
A,272,0,21.43895325372333
A,272,1,19.23758112099964
A,272,2,21.41525588134542
A,272,3,22.120852777018797
A,272,4,21.549594052011667
A,272,5,20.48093243416578
A,272,6,20.343865304170475
A,272,7,20.384089526809067
A,272,8,21.17044713788709
A,272,9,22.33786894620538
A,272,10,22.527864494990467
A,272,11,19.025718346744668
A,272,12,19.53808944449815
A,272,13,19.26049712922855
A,272,14,19.584938428983055
A,273,0,24.283127722049183
A,273,1,22.081755589325493
A,273,2,24.259430349671273
A,273,3,24.96502724534465
A,273,4,24.39376852033752
A,273,5,23.325106902491633
A,273,6,23.188039772496328
A,273,7,23.22826399513492
A,273,8,24.014621606212945
A,273,9,25.182043414531233
A,273,10,25.37203896331632
A,273,11,21.86989281507052
A,273,12,22.382263912824005
A,273,13,22.104671597554404
A,273,14,22.429112897308908
A,274,0,23.045841274910813
A,274,1,20.844469142187123
A,274,2,23.022143902532903
A,274,3,23.72774079820628
A,274,4,23.15648207319915
A,274,5,22.087820455353263
A,274,6,21.950753325357958
A,274,7,21.99097754799655
A,274,8,22.777335159074575
A,274,9,23.944756967392863
A,274,10,24.13475251617795
A,274,11,20.632606367932155
A,274,12,21.144977465685635
A,274,13,20.867385150416034
A,274,14,21.191826450170538
A,275,0,21.41668789096209
A,275,1,19.2153157582384
A,275,2,21.39299051858418
A,275,3,22.09858741425756
A,275,4,21.527328689250428
A,275,5,20.45866707140454
A,275,6,20.321599941409236
A,275,7,20.361824164047828
A,275,8,21.148181775125853
A,275,9,22.31560358344414
A,275,10,22.50559913222923
A,275,11,19.00345298398343
A,275,12,19.515824081736913
A,275,13,19.23823176646731
A,275,14,19.562673066221816
A,276,0,22.50517061657401
A,276,1,20.30379848385032
A,276,2,22.4814732441961
A,276,3,23.187070139869476
A,276,4,22.615811414862346
A,276,5,21.54714979701646
A,276,6,21.410082667021154
A,276,7,21.450306889659746
A,276,8,22.23666450073777
A,276,9,23.40408630905606
A,276,10,23.594081857841147
A,276,11,20.091935709595347
A,276,12,20.60430680734883
A,276,13,20.32671449207923
A,276,14,20.651155791833734
A,277,0,22.565622980045465
A,277,1,20.364250847321774
A,277,2,22.541925607667554
A,277,3,23.24752250334093
A,277,4,22.6762637783338
A,277,5,21.607602160487914
A,277,6,21.47053503049261
A,277,7,21.5107592531312
A,277,8,22.297116864209226
A,277,9,23.464538672527514
A,277,10,23.654534221312602
A,277,11,20.152388073066803
A,277,12,20.664759170820286
A,277,13,20.387166855550685
A,277,14,20.71160815530519
A,278,0,24.82541703583723
A,278,1,22.62404490311354
A,278,2,24.80171966345932
A,278,3,25.507316559132697
A,278,4,24.936057834125567
A,278,5,23.86739621627968
A,278,6,23.730329086284375
A,278,7,23.770553308922967
A,278,8,24.55691092000099
A,278,9,25.72433272831928
A,278,10,25.914328277104367
A,278,11,22.412182128858568
A,278,12,22.92455322661205
A,278,13,22.64696091134245
A,278,14,22.971402211096954
A,279,0,20.689375724820838
A,279,1,18.488003592097147
A,279,2,20.665678352442928
A,279,3,21.371275248116305
A,279,4,20.800016523109175
A,279,5,19.731354905263288
A,279,6,19.594287775267983
A,279,7,19.634511997906575
A,279,8,20.4208696089846
A,279,9,21.588291417302887
A,279,10,21.778286966087975
A,279,11,18.276140817842176
A,279,12,18.78851191559566
A,279,13,18.51091960032606
A,279,14,18.835360900080563
A,280,0,22.840835531776534
A,280,1,20.639463399052843
A,280,2,22.817138159398624
A,280,3,23.522735055072
A,280,4,22.95147633006487
A,280,5,21.882814712218984
A,280,6,21.74574758222368
A,280,7,21.78597180486227
A,280,8,22.572329415940295
A,280,9,23.739751224258583
A,280,10,23.92974677304367
A,280,11,20.427600624797876
A,280,12,20.939971722551356
A,280,13,20.662379407281755
A,280,14,20.98682070703626
A,281,0,24.15194604199561
A,281,1,21.95057390927192
A,281,2,24.1282486696177
A,281,3,24.833845565291078
A,281,4,24.262586840283948
A,281,5,23.19392522243806
A,281,6,23.056858092442756
A,281,7,23.097082315081348
A,281,8,23.883439926159372
A,281,9,25.05086173447766
A,281,10,25.24085728326275
A,281,11,21.73871113501695
A,281,12,22.251082232770433
A,281,13,21.97348991750083
A,281,14,22.297931217255336
A,282,0,22.380982919771473
A,282,1,20.179610787047782
A,282,2,22.357285547393563
A,282,3,23.06288244306694
A,282,4,22.49162371805981
A,282,5,21.422962100213923
A,282,6,21.285894970218617
A,282,7,21.32611919285721
A,282,8,22.112476803935234
A,282,9,23.279898612253522
A,282,10,23.46989416103861
A,282,11,19.96774801279281
A,282,12,20.480119110546294
A,282,13,20.202526795276693
A,282,14,20.526968095031197
A,283,0,23.08654291989563
A,283,1,20.88517078717194
A,283,2,23.06284554751772
A,283,3,23.7684424431911
A,283,4,23.197183718183968
A,283,5,22.12852210033808
A,283,6,21.991454970342776
A,283,7,22.03167919298137
A,283,8,22.818036804059393
A,283,9,23.98545861237768
A,283,10,24.17545416116277
A,283,11,20.67330801291697
A,283,12,21.185679110670453
A,283,13,20.908086795400852
A,283,14,21.232528095155356
A,284,0,21.488106315359524
A,284,1,19.286734182635833
A,284,2,21.464408942981613
A,284,3,22.17000583865499
A,284,4,21.59874711364786
A,284,5,20.530085495801973
A,284,6,20.393018365806668
A,284,7,20.43324258844526
A,284,8,21.219600199523285
A,284,9,22.387022007841573
A,284,10,22.57701755662666
A,284,11,19.074871408380865
A,284,12,19.587242506134345
A,284,13,19.309650190864744
A,284,14,19.634091490619248
A,285,0,22.903451092917635
A,285,1,20.702078960193944
A,285,2,22.879753720539725
A,285,3,23.585350616213102
A,285,4,23.01409189120597
A,285,5,21.945430273360085
A,285,6,21.80836314336478
A,285,7,21.848587366003372
A,285,8,22.634944977081396
A,285,9,23.802366785399684
A,285,10,23.992362334184772
A,285,11,20.490216185938976
A,285,12,21.002587283692456
A,285,13,20.724994968422855
A,285,14,21.04943626817736
A,286,0,20.044806091156183
A,286,1,17.84343395843249
A,286,2,20.021108718778272
A,286,3,20.72670561445165
A,286,4,20.15544688944452
A,286,5,19.086785271598632
A,286,6,18.949718141603327
A,286,7,18.98994236424192
A,286,8,19.776299975319944
A,286,9,20.94372178363823
A,286,10,21.13371733242332
A,286,11,17.631571184177524
A,286,12,18.143942281931004
A,286,13,17.866349966661403
A,286,14,18.190791266415907
A,287,0,24.71159730999941
A,287,1,22.510225177275718
A,287,2,24.6878999376215
A,287,3,25.393496833294876
A,287,4,24.822238108287745
A,287,5,23.75357649044186
A,287,6,23.616509360446553
A,287,7,23.656733583085146
A,287,8,24.44309119416317
A,287,9,25.610513002481458
A,287,10,25.800508551266546
A,287,11,22.298362403020747
A,287,12,22.81073350077423
A,287,13,22.53314118550463
A,287,14,22.857582485259133
A,288,0,21.760666737774933
A,288,1,19.559294605051242
A,288,2,21.736969365397023
A,288,3,22.4425662610704
A,288,4,21.87130753606327
A,288,5,20.802645918217383
A,288,6,20.665578788222078
A,288,7,20.70580301086067
A,288,8,21.492160621938694
A,288,9,22.659582430256982
A,288,10,22.84957797904207
A,288,11,19.347431830796275
A,288,12,19.859802928549755
A,288,13,19.582210613280154
A,288,14,19.906651913034658
A,289,0,22.19387714408948
A,289,1,19.99250501136579
A,289,2,22.17017977171157
A,289,3,22.875776667384947
A,289,4,22.304517942377817
A,289,5,21.23585632453193
A,289,6,21.098789194536625
A,289,7,21.139013417175217
A,289,8,21.92537102825324
A,289,9,23.09279283657153
A,289,10,23.282788385356618
A,289,11,19.78064223711082
A,289,12,20.293013334864302
A,289,13,20.0154210195947
A,289,14,20.339862319349205
A,290,0,22.16337760993439
A,290,1,19.9620054772107
A,290,2,22.13968023755648
A,290,3,22.845277133229857
A,290,4,22.274018408222727
A,290,5,21.20535679037684
A,290,6,21.068289660381534
A,290,7,21.108513883020127
A,290,8,21.89487149409815
A,290,9,23.06229330241644
A,290,10,23.252288851201527
A,290,11,19.750142702955728
A,290,12,20.26251380070921
A,290,13,19.98492148543961
A,290,14,20.309362785194114
A,291,0,21.71426247470795
A,291,1,19.51289034198426
A,291,2,21.69056510233004
A,291,3,22.396161998003418
A,291,4,21.824903272996288
A,291,5,20.7562416551504
A,291,6,20.619174525155096
A,291,7,20.659398747793688
A,291,8,21.445756358871712
A,291,9,22.61317816719
A,291,10,22.80317371597509
A,291,11,19.301027567729292
A,291,12,19.813398665482772
A,291,13,19.53580635021317
A,291,14,19.860247649967675
A,292,0,21.236739111916332
A,292,1,19.03536697919264
A,292,2,21.213041739538422
A,292,3,21.9186386352118
A,292,4,21.34737991020467
A,292,5,20.278718292358782
A,292,6,20.141651162363477
A,292,7,20.18187538500207
A,292,8,20.968232996080093
A,292,9,22.13565480439838
A,292,10,22.32565035318347
A,292,11,18.82350420493767
A,292,12,19.335875302691154
A,292,13,19.058282987421553
A,292,14,19.382724287176057
A,293,0,19.91071471311094
A,293,1,17.70934258038725
A,293,2,19.88701734073303
A,293,3,20.59261423640641
A,293,4,20.02135551139928
A,293,5,18.95269389355339
A,293,6,18.815626763558086
A,293,7,18.85585098619668
A,293,8,19.642208597274703
A,293,9,20.80963040559299
A,293,10,20.99962595437808
A,293,11,17.497479806132283
A,293,12,18.009850903885763
A,293,13,17.732258588616162
A,293,14,18.056699888370666
A,294,0,23.47985439216872
A,294,1,21.278482259445028
A,294,2,23.45615701979081
A,294,3,24.161753915464185
A,294,4,23.590495190457055
A,294,5,22.52183357261117
A,294,6,22.384766442615863
A,294,7,22.424990665254455
A,294,8,23.21134827633248
A,294,9,24.378770084650768
A,294,10,24.568765633435856
A,294,11,21.06661948519006
A,294,12,21.57899058294354
A,294,13,21.30139826767394
A,294,14,21.625839567428443
A,295,0,22.19765350960708
A,295,1,19.99628137688339
A,295,2,22.17395613722917
A,295,3,22.879553032902546
A,295,4,22.308294307895416
A,295,5,21.23963269004953
A,295,6,21.102565560054224
A,295,7,21.142789782692816
A,295,8,21.92914739377084
A,295,9,23.09656920208913
A,295,10,23.286564750874216
A,295,11,19.78441860262842
A,295,12,20.2967897003819
A,295,13,20.0191973851123
A,295,14,20.343638684866804
A,296,0,21.06884955150856
A,296,1,18.86747741878487
A,296,2,21.04515217913065
A,296,3,21.750749074804027
A,296,4,21.179490349796897
A,296,5,20.11082873195101
A,296,6,19.973761601955704
A,296,7,20.013985824594297
A,296,8,20.80034343567232
A,296,9,21.96776524399061
A,296,10,22.157760792775697
A,296,11,18.655614644529898
A,296,12,19.16798574228338
A,296,13,18.89039342701378
A,296,14,19.214834726768284
A,297,0,22.666618434714973
A,297,1,20.465246301991282
A,297,2,22.642921062337063
A,297,3,23.34851795801044
A,297,4,22.77725923300331
A,297,5,21.708597615157423
A,297,6,21.571530485162118
A,297,7,21.61175470780071
A,297,8,22.398112318878734
A,297,9,23.565534127197022
A,297,10,23.75552967598211
A,297,11,20.25338352773631
A,297,12,20.765754625489794
A,297,13,20.488162310220194
A,297,14,20.812603609974698
A,298,0,22.052918951950534
A,298,1,19.851546819226844
A,298,2,22.029221579572624
A,298,3,22.734818475246
A,298,4,22.16355975023887
A,298,5,21.094898132392984
A,298,6,20.95783100239768
A,298,7,20.99805522503627
A,298,8,21.784412836114296
A,298,9,22.951834644432584
A,298,10,23.14183019321767
A,298,11,19.639684044971872
A,298,12,20.152055142725356
A,298,13,19.874462827455755
A,298,14,20.19890412721026
A,299,0,22.6998102259484
A,299,1,20.49843809322471
A,299,2,22.67611285357049
A,299,3,23.381709749243868
A,299,4,22.810451024236738
A,299,5,21.74178940639085
A,299,6,21.604722276395545
A,299,7,21.644946499034138
A,299,8,22.431304110112162
A,299,9,23.59872591843045
A,299,10,23.788721467215538
A,299,11,20.28657531896974
A,299,12,20.798946416723222
A,299,13,20.52135410145362
A,299,14,20.845795401208125
B,0,0,11.170889718797092
B,0,1,11.58161368731929
B,0,2,12.213490976303712
B,0,3,12.609398559679647
B,0,4,11.304470724988963
B,0,5,12.034502885431536
B,0,6,11.76520019845928
B,1,0,11.91808121008361
B,1,1,12.328805178605808
B,1,2,12.96068246759023
B,1,3,13.356590050966165
B,1,4,12.051662216275481
B,1,5,12.781694376718054
B,1,6,12.512391689745797
B,2,0,12.17181891482204
B,2,1,12.582542883344237
B,2,2,13.214420172328659
B,2,3,13.610327755704594
B,2,4,12.30539992101391
B,2,5,13.035432081456483
B,2,6,12.766129394484226
B,3,0,11.337842483051205
B,3,1,11.748566451573403
B,3,2,12.380443740557824
B,3,3,12.77635132393376
B,3,4,11.471423489243076
B,3,5,12.201455649685649
B,3,6,11.932152962713392
B,4,0,12.507977151217219
B,4,1,12.918701119739415
B,4,2,13.550578408723837
B,4,3,13.946485992099772
B,4,4,12.641558157409088
B,4,5,13.37159031785166
B,4,6,13.102287630879404
B,5,0,9.699478030749585
B,5,1,10.110201999271782
B,5,2,10.742079288256203
B,5,3,11.137986871632139
B,5,4,9.833059036941455
B,5,5,10.563091197384027
B,5,6,10.29378851041177
B,6,0,10.277648881039532
B,6,1,10.688372849561729
B,6,2,11.32025013854615
B,6,3,11.716157721922086
B,6,4,10.411229887231402
B,6,5,11.141262047673974
B,6,6,10.871959360701718
B,7,0,10.737900522492122
B,7,1,11.148624491014319
B,7,2,11.78050177999874
B,7,3,12.176409363374676
B,7,4,10.871481528683992
B,7,5,11.601513689126564
B,7,6,11.332211002154308
B,8,0,11.772261809876788
B,8,1,12.182985778398985
B,8,2,12.814863067383406
B,8,3,13.210770650759342
B,8,4,11.905842816068658
B,8,5,12.63587497651123
B,8,6,12.366572289538974
B,9,0,10.1392987730813
B,9,1,10.550022741603497
B,9,2,11.181900030587919
B,9,3,11.577807613963854
B,9,4,10.27287977927317
B,9,5,11.002911939715743
B,9,6,10.733609252743486
B,10,0,11.185948366830434
B,10,1,11.596672335352633
B,10,2,12.228549624337054
B,10,3,12.62445720771299
B,10,4,11.319529373022306
B,10,5,12.049561533464878
B,10,6,11.780258846492622
B,11,0,9.513758284316523
B,11,1,9.92448225283872
B,11,2,10.556359541823142
B,11,3,10.952267125199077
B,11,4,9.647339290508393
B,11,5,10.377371450950966
B,11,6,10.108068763978709
B,12,0,11.42461747742803
B,12,1,11.835341445950228
B,12,2,12.467218734934649
B,12,3,12.863126318310584
B,12,4,11.5581984836199
B,12,5,12.288230644062473
B,12,6,12.018927957090217
B,13,0,14.34092364742266
B,13,1,14.751647615944856
B,13,2,15.383524904929278
B,13,3,15.779432488305213
B,13,4,14.47450465361453
B,13,5,15.204536814057102
B,13,6,14.935234127084845
B,14,0,11.464776175233624
B,14,1,11.87550014375582
B,14,2,12.507377432740242
B,14,3,12.903285016116177
B,14,4,11.598357181425493
B,14,5,12.328389341868066
B,14,6,12.05908665489581
B,15,0,12.716558789996526
B,15,1,13.127282758518723
B,15,2,13.759160047503144
B,15,3,14.15506763087908
B,15,4,12.850139796188396
B,15,5,13.580171956630968
B,15,6,13.310869269658712
B,16,0,11.442842165349376
B,16,1,11.853566133871572
B,16,2,12.485443422855994
B,16,3,12.88135100623193
B,16,4,11.576423171541245
B,16,5,12.306455331983818
B,16,6,12.037152645011561
B,17,0,10.551653959303774
B,17,1,10.96237792782597
B,17,2,11.594255216810392
B,17,3,11.990162800186328
B,17,4,10.685234965495644
B,17,5,11.415267125938216
B,17,6,11.14596443896596
B,18,0,11.947215049858492
B,18,1,12.357939018380689
B,18,2,12.98981630736511
B,18,3,13.385723890741046
B,18,4,12.080796056050362
B,18,5,12.810828216492935
B,18,6,12.541525529520678
B,19,0,9.3276833230749
B,19,1,9.738407291597099
B,19,2,10.37028458058152
B,19,3,10.766192163957456
B,19,4,9.461264329266772
B,19,5,10.191296489709345
B,19,6,9.921993802737088
B,20,0,8.862153022423318
B,20,1,9.272876990945514
B,20,2,9.904754279929936
B,20,3,10.300661863305871
B,20,4,8.995734028615187
B,20,5,9.72576618905776
B,20,6,9.456463502085503
B,21,0,12.223619143831428
B,21,1,12.634343112353625
B,21,2,13.266220401338046
B,21,3,13.662127984713981
B,21,4,12.357200150023298
B,21,5,13.08723231046587
B,21,6,12.817929623493614
B,22,0,9.846028718354013
B,22,1,10.256752686876212
B,22,2,10.888629975860633
B,22,3,11.284537559236568
B,22,4,9.979609724545885
B,22,5,10.709641884988457
B,22,6,10.4403391980162
B,23,0,12.438136216424905
B,23,1,12.848860184947101
B,23,2,13.480737473931523
B,23,3,13.876645057307458
B,23,4,12.571717222616774
B,23,5,13.301749383059347
B,23,6,13.03244669608709
B,24,0,11.359850579835065
B,24,1,11.770574548357263
B,24,2,12.402451837341685
B,24,3,12.79835942071762
B,24,4,11.493431586026936
B,24,5,12.223463746469509
B,24,6,11.954161059497252
B,25,0,13.590988237869556
B,25,1,14.001712206391755
B,25,2,14.633589495376176
B,25,3,15.029497078752112
B,25,4,13.724569244061428
B,25,5,14.454601404504
B,25,6,14.185298717531744
B,26,0,11.646754180317131
B,26,1,12.05747814883933
B,26,2,12.689355437823751
B,26,3,13.085263021199687
B,26,4,11.780335186509003
B,26,5,12.510367346951575
B,26,6,12.241064659979319
B,27,0,11.529523453258427
B,27,1,11.940247421780626
B,27,2,12.572124710765047
B,27,3,12.968032294140983
B,27,4,11.663104459450299
B,27,5,12.393136619892871
B,27,6,12.123833932920615
B,28,0,10.95917164643486
B,28,1,11.36989561495706
B,28,2,12.00177290394148
B,28,3,12.397680487317416
B,28,4,11.092752652626732
B,28,5,11.822784813069305
B,28,6,11.553482126097048
B,29,0,10.500777381593569
B,29,1,10.911501350115765
B,29,2,11.543378639100187
